operator,tenure_type,tenure_no,field,reservoir,basin,period,metric,value,date_str,date_parsed,time_period,year,half_year,fractional_year
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),2.34,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),2.34,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),22.8605,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,6,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),1.75,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),15.3174,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,15,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),1.53,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),0,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),0,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),54.277,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,310,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,46,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),0,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),0,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),0,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),124.875,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,9,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),0,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),0,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),0,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),1.15,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,2,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,0,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),0,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),0,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),0,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),35.6821,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,1,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,0,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,0,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,0,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,0,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Total gas produced (Mm3),NA,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas flared or vented (Mm3),NA,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Gas used in production (Mm3),NA,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,Water (ML),NA,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Coxon Creek (RSG ICB (R)),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2016,No. of wells producing petroleum,NA,30/06/2016,2016-06-30,H1 2016,2016,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Total gas produced (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas flared or vented (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Gas used in production (Mm3),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,Water (ML),NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/6/2011,No. of wells producing petroleum,NA,30/6/2011,2011-06-30,H1 2011,2011,0,2011
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Total gas produced (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas flared or vented (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Gas used in production (Mm3),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,Water (ML),NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2011,No. of wells producing petroleum,NA,31/12/2011,2011-12-31,H2 2011,2011,0.5,2011.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Total gas produced (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas flared or vented (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Gas used in production (Mm3),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,Water (ML),NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2012,No. of wells producing petroleum,NA,30/06/2012,2012-06-30,H1 2012,2012,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Total gas produced (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas flared or vented (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Gas used in production (Mm3),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,Water (ML),NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2012,No. of wells producing petroleum,NA,31/12/2012,2012-12-31,H2 2012,2012,0.5,2012.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Total gas produced (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas flared or vented (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Gas used in production (Mm3),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,Water (ML),NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2013,No. of wells producing petroleum,NA,30/06/2013,2013-06-30,H1 2013,2013,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Total gas produced (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas flared or vented (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Gas used in production (Mm3),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,Water (ML),NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2013,No. of wells producing petroleum,NA,31/12/2013,2013-12-31,H2 2013,2013,0.5,2013.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Total gas produced (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas flared or vented (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Gas used in production (Mm3),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,Water (ML),NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2014,No. of wells producing petroleum,NA,30/06/2014,2014-06-30,H1 2014,2014,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Total gas produced (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas flared or vented (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Gas used in production (Mm3),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,Water (ML),NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2014,No. of wells producing petroleum,NA,31/12/2014,2014-12-31,H2 2014,2014,0.5,2014.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Total gas produced (Mm3),7.06,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas flared or vented (Mm3),2.61,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Gas used in production (Mm3),0,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,Water (ML),49.1025,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 30/06/2015,No. of wells producing petroleum,6,30/06/2015,2015-06-30,H1 2015,2015,NA,NA
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Total gas produced (Mm3),5.19,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas flared or vented (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Gas used in production (Mm3),0,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,Water (ML),68.4008,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
Santos Ltd,PL,314,Roma CSG (Bridge Creek),Walloon Coal Measures,Surat,Production for 6-month period ending 31/12/2015,No. of wells producing petroleum,6,31/12/2015,2015-12-31,H2 2015,2015,0.5,2015.5
